time, Quad.Pos.Y, Quad.Est.Y, Quad.Vel.Y, Quad.Est.VY
5.034818,1.715231,1.728936,2.827945,2.691415
5.039817,1.729362,1.739695,2.824917,2.686960
5.044817,1.743476,1.755799,2.821366,2.678649
5.049817,1.757571,1.766506,2.817221,2.673470
5.054816,1.771643,1.782518,2.812385,2.659392
5.059816,1.785688,1.793146,2.806873,2.649632
5.064816,1.799704,1.809016,2.800633,2.637512
5.069815,1.813687,1.819558,2.793680,2.627742
5.074815,1.827633,1.835302,2.786123,2.615512
5.079814,1.841539,1.845750,2.778055,2.603863
5.084814,1.855404,1.861342,2.769451,2.586873
5.089814,1.869224,1.871677,2.760356,2.574503
5.094813,1.882998,1.887096,2.750832,2.559747
5.099813,1.896722,1.897322,2.740781,2.547756
5.104813,1.910393,1.948453,2.729789,2.666319
5.109812,1.924007,1.959106,2.717806,2.654528
5.114812,1.937558,1.974992,2.705168,2.634025
5.119812,1.951045,1.985513,2.691924,2.618771
5.124811,1.964463,2.001186,2.677948,2.597944
5.129811,1.977808,2.011564,2.663003,2.584707
5.134810,1.991074,2.027019,2.646602,2.560370
5.139810,2.004256,2.037246,2.629206,2.542190
5.144810,2.017347,2.052446,2.610922,2.514086
5.149809,2.030345,2.062485,2.591752,2.496491
5.154809,2.043243,2.077397,2.571638,2.461588
5.159809,2.056040,2.087226,2.550884,2.444498
5.164808,2.068729,2.101830,2.529280,2.414791
5.169808,2.081309,2.111468,2.507046,2.393756
5.174808,2.093776,2.125759,2.483945,2.358238
5.179807,2.106124,2.135166,2.460250,2.333813
5.184807,2.118353,2.149091,2.436143,2.296142
5.189806,2.130461,2.158252,2.411576,2.273218
5.194806,2.142444,2.171829,2.386899,2.242088
5.199806,2.154304,2.180767,2.361884,2.214106
5.204805,2.166039,2.203848,2.336979,2.219131
5.209805,2.177651,2.212701,2.312725,2.194789
5.214805,2.189144,2.225813,2.289439,2.161439
5.219804,2.200525,2.234435,2.267320,2.139496
5.224804,2.211798,2.247204,2.246058,2.105343
5.229804,2.222966,2.255606,2.225666,2.085867
5.234803,2.234035,2.268054,2.205638,2.052789
5.239803,2.245004,2.276240,2.186364,2.029531
5.244802,2.255880,2.288368,2.167732,2.003002
5.249802,2.266665,2.296360,2.149740,1.982578
5.254802,2.277359,2.308189,2.131364,1.947247
5.259801,2.287960,2.315959,2.112830,1.926956
5.264801,2.298467,2.327466,2.093903,1.899240
5.269801,2.308879,2.335039,2.074625,1.877241
5.274800,2.319194,2.346258,2.055032,1.856188
5.279800,2.329406,2.353660,2.034029,1.834834
5.284800,2.339512,2.364613,2.012567,1.804737
5.289799,2.349510,2.371809,1.990835,1.783397
5.294799,2.359397,2.382441,1.968154,1.745098
5.299798,2.369168,2.389393,1.944931,1.718725
5.304798,2.378823,2.413705,1.921808,1.772799
5.309798,2.388364,2.420773,1.899268,1.747763
5.314797,2.397794,2.431196,1.877350,1.712189
5.319797,2.407118,2.438024,1.856557,1.694186
5.324797,2.416339,2.448124,1.835655,1.661913
5.329796,2.425455,2.454745,1.815004,1.636753
5.334796,2.434469,2.464499,1.794814,1.606008
5.339796,2.443383,2.470904,1.774757,1.585322
5.344795,2.452198,2.480347,1.754909,1.546312
5.349795,2.460911,2.486514,1.734667,1.524780
5.354795,2.469524,2.495598,1.714639,1.491077
5.359794,2.478036,2.501538,1.694101,1.466898
5.364794,2.486444,2.510273,1.673127,1.434292
5.369793,2.494747,2.515987,1.652197,1.411677
5.374793,2.502944,2.524382,1.630812,1.374655
5.379793,2.511034,2.529861,1.609493,1.350016
5.384792,2.519017,2.537878,1.587925,1.313302
5.389792,2.526888,2.543110,1.564844,1.293497
5.394792,2.534637,2.550790,1.539306,1.251550
5.399791,2.542249,2.555765,1.510882,1.220479
5.404791,2.549691,2.588236,1.471712,1.347630
5.409791,2.556909,2.593598,1.423595,1.303866
5.414790,2.563866,2.601288,1.369742,1.236535
5.419790,2.570551,2.606191,1.315354,1.187665
5.424789,2.576966,2.613173,1.261193,1.116551
5.429789,2.583112,2.617594,1.207964,1.071889
5.434789,2.588994,2.623899,1.155910,1.007544
5.439788,2.594624,2.627882,1.106327,0.962306
5.444788,2.600014,2.633533,1.059568,0.903381
5.449788,2.605180,2.637117,1.016122,0.861819
5.454787,2.610140,2.642180,0.976269,0.811181
5.459787,2.614910,2.645391,0.939824,0.774592
5.464787,2.619509,2.649951,0.906882,0.731687
5.469786,2.623953,2.652835,0.876911,0.706560
5.474786,2.628254,2.656998,0.849472,0.669281
5.479785,2.632425,2.659662,0.824308,0.645575
5.484785,2.636475,2.663472,0.800671,0.614622
5.489785,2.640412,2.665900,0.778638,0.592354
5.494784,2.644243,2.669406,0.757873,0.567262
5.499784,2.647974,2.671642,0.738687,0.547591
5.504784,2.651615,2.690752,0.721616,0.603700
5.509783,2.655178,2.693146,0.706843,0.587567
5.514783,2.658673,2.696620,0.693856,0.564894
5.519783,2.662107,2.698871,0.682279,0.553432
5.524782,2.665487,2.702163,0.672045,0.539714
5.529782,2.668819,2.704307,0.662873,0.527442
5.534781,2.672108,2.707446,0.654606,0.512682
5.539781,2.675358,2.709485,0.646920,0.503385
5.544781,2.678571,2.712472,0.639887,0.489101
5.549780,2.681751,2.714422,0.633405,0.477677
5.554780,2.684900,2.717261,0.627421,0.464138
5.559780,2.688020,2.719113,0.621918,0.454992
5.564779,2.691115,2.721823,0.616929,0.443774
5.569779,2.694185,2.723577,0.612355,0.435919
5.574779,2.697235,2.726177,0.608257,0.427356
5.579778,2.700265,2.727874,0.604596,0.421263
5.584778,2.703278,2.730382,0.601263,0.411194
5.589777,2.706275,2.732034,0.598361,0.406495
5.594777,2.709259,2.734452,0.595814,0.398027
5.599777,2.712231,2.736042,0.593605,0.394796
5.604776,2.715194,2.761570,0.591637,0.451359
5.609776,2.718146,2.763377,0.589898,0.445129
5.614776,2.721091,2.766030,0.588411,0.437494
5.619775,2.724030,2.767781,0.587096,0.432156
5.624775,2.726961,2.770371,0.585864,0.430078
5.629775,2.729886,2.772090,0.584643,0.424278
5.634774,2.732806,2.774625,0.583370,0.419328
5.639774,2.735718,2.776299,0.582031,0.415659
5.644773,2.738625,2.778777,0.580626,0.408614
5.649773,2.741523,2.780401,0.579138,0.403286
5.654773,2.744414,2.782808,0.577573,0.398295
5.659772,2.747297,2.784421,0.575932,0.395433
5.664772,2.750172,2.786787,0.574190,0.390957
5.669772,2.753037,2.788387,0.572352,0.387252
5.674771,2.755893,2.790704,0.570443,0.382731
5.679771,2.758739,2.792286,0.568484,0.381688
5.684771,2.761576,2.794566,0.566494,0.378319
5.689770,2.764402,2.796030,0.564479,0.371859
5.694770,2.767219,2.798255,0.562438,0.368386
5.699769,2.770025,2.799635,0.560342,0.362528
5.704769,2.772820,2.799359,0.558334,0.363738
5.709769,2.775606,2.800838,0.556436,0.356046
5.714768,2.778383,2.802961,0.554636,0.350244
5.719768,2.781151,2.804353,0.552930,0.344150
5.724768,2.783911,2.806404,0.551270,0.337462
5.729767,2.786662,2.807742,0.549657,0.334640
5.734767,2.789406,2.809741,0.548107,0.329234
5.739767,2.792142,2.811055,0.546606,0.326305
5.744766,2.794870,2.812994,0.545152,0.316763
5.749766,2.797592,2.814262,0.543760,0.311520
5.754766,2.800307,2.816125,0.542405,0.304944
5.759765,2.803015,2.817325,0.541110,0.300314
5.764765,2.805717,2.819108,0.539894,0.291183
5.769764,2.808413,2.820247,0.538765,0.286427
5.774764,2.811103,2.821950,0.537703,0.279218
5.779764,2.813789,2.823129,0.536689,0.277718
5.784763,2.816469,2.824781,0.535692,0.271330
5.789763,2.819145,2.825788,0.534727,0.262602
5.794763,2.821816,2.827355,0.533770,0.257584
5.799762,2.824482,2.828145,0.532862,0.246564
5.804762,2.827143,2.857512,0.531918,0.392231
5.809762,2.829800,2.859119,0.530905,0.390144
5.814761,2.832451,2.861457,0.529825,0.387495
5.819761,2.835096,2.862986,0.528599,0.383230
5.824760,2.837735,2.865280,0.527098,0.379360
5.829760,2.840365,2.866779,0.525180,0.377212
5.834760,2.842984,2.869026,0.522753,0.370808
5.839759,2.845589,2.870523,0.519729,0.366893
5.844759,2.848177,2.872720,0.516069,0.365085
5.849759,2.850745,2.874166,0.511740,0.356477
5.854758,2.853289,2.876294,0.506794,0.352603
5.859758,2.855806,2.877728,0.501328,0.347391
5.864758,2.858295,2.879790,0.495434,0.337474
5.869757,2.860754,2.881091,0.489246,0.330816
5.874757,2.863181,2.883051,0.482824,0.317712
5.879756,2.865576,2.884362,0.476216,0.310881
5.884756,2.867937,2.886203,0.469534,0.300393
5.889756,2.870265,2.887514,0.462829,0.297772
5.894755,2.872559,2.889286,0.456121,0.289689
5.899755,2.874819,2.890475,0.449516,0.285655
5.904755,2.877046,2.912478,0.442399,0.401942
5.909754,2.879235,2.914025,0.434588,0.394310
5.914754,2.881383,2.916365,0.426272,0.382092
5.919754,2.883489,2.917900,0.417576,0.375428
5.924753,2.885550,2.920125,0.408548,0.362385
5.929753,2.887564,2.921625,0.399203,0.353063
5.934752,2.889531,2.923726,0.389541,0.343360
5.939752,2.891449,2.925085,0.379540,0.333270
5.944752,2.893316,2.927056,0.369186,0.319929
5.949751,2.895130,2.928334,0.358585,0.311012
5.954751,2.896891,2.930182,0.347870,0.300959
5.959751,2.898598,2.931357,0.337288,0.287697
5.964750,2.900253,2.933058,0.326853,0.274620
5.969750,2.901857,2.934178,0.316573,0.266815
5.974750,2.903409,2.935754,0.306500,0.253048
5.979749,2.904912,2.936737,0.296733,0.241967
5.984749,2.906368,2.938169,0.287303,0.231251
5.989748,2.907777,2.939120,0.278199,0.222950
5.994748,2.909142,2.940436,0.269537,0.212984
5.999748,2.910465,2.941321,0.261296,0.205917
6.004747,2.911746,2.968739,0.252981,0.285508
6.009747,2.912986,2.969878,0.244442,0.279577
6.014747,2.914182,2.971532,0.235788,0.266678
6.019746,2.915335,2.972709,0.227082,0.258958
6.024746,2.916444,2.974253,0.218287,0.252111
6.029746,2.917508,2.975178,0.209261,0.248408
6.034745,2.918527,2.976639,0.199993,0.236408
6.039745,2.919498,2.977550,0.190344,0.232755
6.044744,2.920420,2.978927,0.180313,0.220104
6.049744,2.921291,2.979794,0.169975,0.207977
6.054744,2.922109,2.981009,0.159451,0.190416
6.059743,2.922875,2.981738,0.148844,0.177927
6.064743,2.923587,2.982776,0.138241,0.163699
6.069743,2.924247,2.983421,0.127704,0.155471
6.074742,2.924854,2.984335,0.117302,0.143742
6.079742,2.925410,2.984775,0.107104,0.126449
6.084742,2.925915,2.985514,0.097247,0.114843
6.089741,2.926373,2.985810,0.087674,0.100194
6.094741,2.926784,2.986383,0.078434,0.084804
6.099741,2.927149,2.986926,0.069540,0.080888
6.104740,2.927471,2.977598,0.061251,0.024174
6.109740,2.927755,2.977940,0.053753,0.010505
6.114739,2.928003,2.977976,0.046931,-0.002065
6.119739,2.928218,2.978053,0.040628,-0.013063
6.124739,2.928404,2.977947,0.034849,-0.025373
6.129738,2.928562,2.977828,0.029663,-0.031841
6.134738,2.928696,2.977615,0.025076,-0.042142
6.139738,2.928809,2.977439,0.020991,-0.046547
6.144737,2.928904,2.977137,0.017395,-0.056575
6.149737,2.928981,2.976948,0.014234,-0.055553
6.154737,2.929044,2.976602,0.011492,-0.063106
6.159736,2.929094,2.976549,0.009165,-0.054149
6.164736,2.929133,2.976217,0.007217,-0.058482
6.169735,2.929165,2.976345,0.005624,-0.045777
6.174735,2.929188,2.976065,0.004324,-0.047294
6.179735,2.929207,2.975851,0.003319,-0.049264
6.184734,2.929221,2.975557,0.002565,-0.049500
6.189734,2.929232,2.975456,0.002019,-0.048307
6.194734,2.929241,2.975157,0.001647,-0.052563
6.199733,2.929248,2.975083,0.001404,-0.051189
6.204733,2.929255,2.977034,0.001252,-0.041850
6.209733,2.929261,2.977397,0.001157,-0.054811
6.214732,2.929267,2.977057,0.001098,-0.060705
6.219732,2.929272,2.976794,0.001058,-0.057904
6.224731,2.929277,2.976441,0.001040,-0.059264
6.229731,2.929281,2.976357,0.001054,-0.072362
6.234731,2.929287,2.975919,0.001123,-0.076307
6.239730,2.929293,2.975618,0.001278,-0.080380
6.244730,2.929301,2.975128,0.001550,-0.086833
6.249730,2.929309,2.974745,0.001969,-0.095368
6.254729,2.929321,2.974163,0.002556,-0.099661
6.259729,2.929336,2.973710,0.003325,-0.105083
6.264729,2.929355,2.973079,0.004275,-0.105605
6.269728,2.929380,2.972651,0.005388,-0.105889
6.274728,2.929411,2.972016,0.006668,-0.104842
6.279727,2.929449,2.971559,0.008105,-0.106992
6.284727,2.929494,2.970908,0.009730,-0.110011
6.289727,2.929548,2.970603,0.011528,-0.108768
6.294726,2.929612,2.969949,0.013486,-0.110241
6.299726,2.929686,2.969484,0.015574,-0.109018
6.304726,2.929770,2.984870,0.017895,-0.025697
6.309725,2.929867,2.984968,0.020405,-0.030572
6.314725,2.929977,2.984787,0.022994,-0.029885
6.319725,2.930099,2.984807,0.025540,-0.035756
6.324724,2.930235,2.984592,0.028043,-0.035846
6.329724,2.930382,2.984505,0.030367,-0.037030
6.334723,2.930540,2.984275,0.032436,-0.040728
6.339723,2.930708,2.984174,0.034286,-0.052802
6.344723,2.930885,2.983864,0.035904,-0.050681
6.349722,2.931068,2.983687,0.037298,-0.046738
6.354722,2.931259,2.983408,0.038512,-0.048312
6.359722,2.931454,2.983337,0.039587,-0.039944
6.364721,2.931655,2.983091,0.040584,-0.042614
6.369721,2.931861,2.982819,0.041586,-0.047349
6.374721,2.932072,2.982536,0.042638,-0.048277
6.379720,2.932289,2.982182,0.043735,-0.054236
6.384720,2.932511,2.981850,0.044893,-0.058427
6.389719,2.932739,2.981976,0.046126,-0.048631
6.394719,2.932973,2.981677,0.047435,-0.050976
6.399719,2.933214,2.981786,0.048789,-0.046965
6.404718,2.933463,2.986646,0.050326,-0.015333
6.409718,2.933719,2.986625,0.052035,-0.015133
6.414718,2.933985,2.986538,0.053761,-0.013730
6.419717,2.934258,2.986227,0.055348,-0.006096
6.424717,2.934540,2.986190,0.056673,-0.005859
6.429717,2.934826,2.986286,0.057690,-0.013280
6.434716,2.935117,2.986213,0.058367,-0.013334
6.439716,2.935410,2.986180,0.058722,-0.017955
6.444715,2.935704,2.986066,0.058800,-0.022068
6.449715,2.935997,2.985968,0.058663,-0.025901
6.454715,2.936290,2.985801,0.058367,-0.030953
6.459714,2.936581,2.985653,0.057965,-0.034896
6.464714,2.936869,2.985444,0.057495,-0.034375
6.469714,2.937155,2.985282,0.057014,-0.039392
6.474713,2.937439,2.985048,0.056568,-0.040221
6.479713,2.937721,2.984982,0.056192,-0.038884
6.484713,2.938001,2.984741,0.055917,-0.043026
6.489712,2.938280,2.984715,0.055749,-0.039843
6.494712,2.938559,2.984474,0.055676,-0.042130
6.499712,2.938837,2.984680,0.055671,-0.031482
6.504711,2.939116,2.981909,0.055708,0.036185
6.509711,2.939395,2.981989,0.055737,0.036713
6.514710,2.939674,2.982203,0.055696,0.033801
6.519710,2.939952,2.982462,0.055525,0.031376
6.524710,2.940228,2.982645,0.055193,0.029851
6.529709,2.940503,2.982894,0.054700,0.018587
6.534709,2.940774,2.982998,0.054058,0.015087
6.539709,2.941042,2.983037,0.053277,0.015297
6.544708,2.941306,2.983125,0.052376,0.012985
6.549708,2.941565,2.983244,0.051384,0.023741
6.554708,2.941818,2.983389,0.050339,0.023682
6.559707,2.942067,2.983523,0.049259,0.023602
6.564707,2.942310,2.983658,0.048136,0.021497
6.569706,2.942547,2.983795,0.046940,0.022614
6.574706,2.942779,2.983918,0.045681,0.016423
6.579706,2.943003,2.984048,0.044338,0.016708
6.584705,2.943220,2.984142,0.042898,0.014655
6.589705,2.943430,2.984228,0.041377,0.015456
6.594705,2.943633,2.984315,0.039756,0.011702
6.599704,2.943826,2.984038,0.038060,0.001439
6.604704,2.944011,2.993052,0.036035,0.064103
6.609704,2.944184,2.992939,0.033628,0.070773
6.614703,2.944344,2.993350,0.030964,0.065256
6.619703,2.944490,2.993717,0.028084,0.060133
6.624702,2.944621,2.994076,0.024962,0.059102
6.629702,2.944736,2.994430,0.021593,0.051976
6.634702,2.944833,2.994732,0.017961,0.048154
6.639701,2.944911,2.994956,0.014066,0.040592
6.644701,2.944970,2.995191,0.009933,0.038450
6.649701,2.945006,2.995339,0.005568,0.034084
6.654700,2.945020,2.995527,0.000979,0.026823
6.659700,2.945011,2.995647,-0.003736,0.026701
6.664700,2.944978,2.995799,-0.008540,0.021186
6.669699,2.944920,2.995804,-0.013389,0.011131
6.674699,2.944839,2.995857,-0.018254,0.004456
6.679698,2.944733,2.996151,-0.023032,0.010775
6.684698,2.944604,2.996200,-0.027709,0.005447
6.689698,2.944452,2.996479,-0.032204,0.011425
6.694697,2.944278,2.996543,-0.036521,0.008979
6.699697,2.944082,2.996977,-0.040619,0.017176
6.704697,2.943867,2.960979,-0.044572,-0.017908
6.709696,2.943633,2.961015,-0.048400,-0.025020
6.714696,2.943380,2.960852,-0.052073,-0.027934
6.719696,2.943110,2.960815,-0.055562,-0.035866
6.724695,2.942822,2.960583,-0.058850,-0.041594
6.729695,2.942518,2.960423,-0.061894,-0.043565
6.734694,2.942201,2.960153,-0.064636,-0.048889
6.739694,2.941870,2.960010,-0.067036,-0.063494
6.744694,2.941529,2.959610,-0.069057,-0.070208
6.749693,2.941179,2.959337,-0.070666,-0.070887
6.754693,2.940821,2.958902,-0.071872,-0.074704
6.759693,2.940459,2.958653,-0.072690,-0.074113
6.764692,2.940094,2.958203,-0.073137,-0.077382
6.769692,2.939728,2.957836,-0.073240,-0.081262
6.774692,2.939363,2.957348,-0.073026,-0.081778
6.779691,2.938999,2.956570,-0.072508,-0.099860
6.784691,2.938638,2.955969,-0.071701,-0.101007
6.789690,2.938283,2.955931,-0.070614,-0.089816
6.794690,2.937934,2.955395,-0.069262,-0.089431
6.799690,2.937592,2.955361,-0.067619,-0.081914
6.804689,2.937259,2.954886,-0.065807,-0.110389
6.809689,2.936936,2.954596,-0.063910,-0.116096
6.814689,2.936623,2.953902,-0.061867,-0.117226
6.819688,2.936320,2.952838,-0.059613,-0.098181
6.824688,2.936029,2.952256,-0.057158,-0.096023
6.829688,2.935751,2.951851,-0.054521,-0.095375
6.834687,2.935487,2.951273,-0.051637,-0.098229
6.839687,2.935238,2.950905,-0.048519,-0.106574
6.844687,2.935006,2.950263,-0.045144,-0.108784
6.849686,2.934791,2.949783,-0.041437,-0.114201
6.854686,2.934596,2.949100,-0.037292,-0.112820
6.859685,2.934423,2.948690,-0.032788,-0.108662
6.864685,2.934273,2.948050,-0.027987,-0.102570
6.869685,2.934149,2.947569,-0.022918,-0.103801
6.874684,2.934050,2.946949,-0.017443,-0.101944
6.879684,2.933981,2.946466,-0.011561,-0.100854
6.884684,2.933942,2.945876,-0.005501,-0.094224
6.889683,2.933933,2.944967,0.000853,-0.106431
6.894683,2.933957,2.944331,0.007308,-0.103117
6.899683,2.934013,2.943550,0.013952,-0.107472
6.904682,2.934107,2.929354,0.022057,-0.060927
6.909682,2.934245,2.929335,0.031587,-0.056706
6.914681,2.934434,2.929009,0.042093,-0.050290
6.919681,2.934678,2.928983,0.053163,-0.048072
6.924681,2.934977,2.928715,0.064294,-0.037966
6.929680,2.935332,2.928692,0.075284,-0.038745
6.934680,2.935740,2.928486,0.086164,-0.025988
6.939680,2.936203,2.928360,0.096523,-0.013207
6.944679,2.936715,2.928296,0.106391,-0.004164
6.949679,2.937275,2.928277,0.115683,-0.000142
6.954679,2.937880,2.928288,0.124504,0.007448
6.959678,2.938527,2.928324,0.132726,0.010744
6.964678,2.939214,2.928397,0.140367,0.016092
6.969677,2.939938,2.928628,0.147608,0.029425
6.974677,2.940696,2.928815,0.154445,0.033585
6.979677,2.941488,2.929026,0.160962,0.039578
6.984676,2.942312,2.929271,0.167153,0.040630
6.989676,2.943165,2.929509,0.173033,0.046187
6.994676,2.944047,2.929800,0.178620,0.051391
6.999675,2.944956,2.929798,0.183890,0.050867
7.004675,2.945891,2.922566,0.188996,0.027017
7.009675,2.946851,2.922447,0.193952,0.036453
7.014674,2.947835,2.922683,0.198692,0.042750
7.019674,2.948842,2.922982,0.203227,0.038395
7.024673,2.949871,2.923226,0.207563,0.043374
7.029673,2.950922,2.923397,0.211696,0.045817
7.034673,2.951992,2.923685,0.215605,0.051970
7.039672,2.953082,2.923854,0.219357,0.062679
7.044672,2.954189,2.924234,0.222929,0.064707
7.049672,2.955314,2.924449,0.226294,0.055310
7.054671,2.956455,2.924788,0.229503,0.057340
7.059671,2.957612,2.924954,0.232557,0.052153
7.064671,2.958783,2.925280,0.235421,0.055646
7.069670,2.959969,2.925425,0.238149,0.052483
7.074670,2.961167,2.925745,0.240758,0.053411
7.079669,2.962378,2.926167,0.243242,0.059970
7.084669,2.963601,2.926528,0.245610,0.059969
7.089669,2.964836,2.927001,0.247852,0.067410
7.094668,2.966082,2.927409,0.250002,0.069007
7.099668,2.967338,2.927440,0.252054,0.063048
7.104668,2.968604,2.929759,0.253979,0.201447
7.109667,2.969880,2.930511,0.255787,0.202213
7.114667,2.971164,2.931721,0.257401,0.201525
7.119667,2.972455,2.932646,0.258760,0.196400
7.124666,2.973752,2.933825,0.259780,0.195800
7.129666,2.975052,2.934619,0.260422,0.196831
7.134665,2.976355,2.935794,0.260645,0.195835
7.139665,2.977658,2.936563,0.260459,0.201611
7.144665,2.978959,2.937777,0.259903,0.203122
7.149664,2.980256,2.938515,0.259025,0.190809
7.154664,2.981548,2.939646,0.257855,0.185760
7.159664,2.982833,2.940429,0.256439,0.184919
7.164663,2.984110,2.941540,0.254826,0.183388
7.169663,2.985379,2.942251,0.253037,0.178264
7.174663,2.986638,2.943311,0.251057,0.174130
7.179662,2.987887,2.944211,0.248859,0.180061
7.184662,2.989125,2.945279,0.246449,0.174602
7.189662,2.990349,2.945750,0.243889,0.162989
7.194661,2.991560,2.946715,0.241177,0.156723
7.199661,2.992758,2.947181,0.238369,0.147195
7.204660,2.993941,2.983748,0.235338,0.239115
7.209660,2.995108,2.984609,0.232121,0.238342
7.214660,2.996258,2.986027,0.228753,0.232332
7.219659,2.997392,2.986524,0.225233,0.240296
7.224659,2.998507,2.987955,0.221511,0.235702
7.229659,2.999603,2.988846,0.217579,0.233472
7.234658,3.000679,2.990233,0.213434,0.224403
7.239658,3.001732,2.991093,0.208951,0.224053
7.244658,3.002762,2.992426,0.204089,0.217852
7.249657,3.003767,2.993305,0.198826,0.215831
7.254657,3.004744,2.994577,0.193150,0.205348
7.259656,3.005692,2.995237,0.187063,0.185793
7.264656,3.006608,2.996334,0.180745,0.175847
7.269656,3.007493,2.997161,0.174254,0.174750
7.274655,3.008344,2.998195,0.167672,0.166750
7.279655,3.009162,2.998892,0.161024,0.157992
7.284655,3.009948,2.999823,0.154426,0.149135
7.289654,3.010700,3.000322,0.147835,0.142132
7.294654,3.011420,3.001153,0.141349,0.132475
7.299654,3.012108,3.001643,0.135054,0.124795
7.304653,3.012765,2.991256,0.129187,0.079045
7.309653,3.013395,2.991516,0.123819,0.075280
7.314652,3.013999,2.991950,0.118834,0.067588
7.319652,3.014579,2.992193,0.114164,0.062042
7.324652,3.015136,2.992542,0.109732,0.052128
7.329651,3.015673,2.992699,0.105584,0.049642
7.334651,3.016189,2.992980,0.101694,0.043559
7.339651,3.016686,2.993179,0.097962,0.033191
7.344650,3.017165,2.993364,0.094381,0.025988
7.349650,3.017627,2.993463,0.090965,0.016619
7.354650,3.018072,2.993553,0.087726,0.011616
7.359649,3.018502,2.993565,0.084738,0.004037
7.364649,3.018917,2.993586,0.082010,0.002313
7.369648,3.019319,2.993571,0.079507,-0.001521
7.374648,3.019710,2.993562,0.077282,-0.002680
7.379648,3.020091,2.993534,0.075315,-0.003809
7.384647,3.020462,2.993499,0.073516,-0.008626
7.389647,3.020824,2.993465,0.071859,-0.010708
7.394647,3.021179,2.993408,0.070299,-0.007423
7.399646,3.021526,2.993432,0.068809,-0.009265
7.404646,3.021866,2.983958,0.067423,0.086929
7.409646,3.022199,2.984275,0.066131,0.087607
7.414645,3.022526,2.984792,0.064872,0.083742
7.419645,3.022846,2.985152,0.063594,0.082786
7.424644,3.023160,2.985646,0.062259,0.080850
7.429644,3.023467,2.985981,0.060833,0.079594
7.434644,3.023767,2.986453,0.059265,0.077444
7.439643,3.024058,2.986763,0.057580,0.077731
7.444643,3.024341,2.987224,0.055757,0.074256
7.449643,3.024614,2.987519,0.053778,0.070462
7.454642,3.024877,2.987928,0.051672,0.064189
7.459642,3.025128,2.988166,0.049445,0.057748
7.464642,3.025369,2.988501,0.047158,0.052209
7.469641,3.025598,2.988729,0.044800,0.048656
7.474641,3.025815,2.989019,0.042428,0.045499
7.479640,3.026020,2.989183,0.040073,0.042791
7.484640,3.026213,2.989427,0.037798,0.036203
7.489640,3.026396,2.989594,0.035644,0.033905
7.494639,3.026568,2.989784,0.033624,0.028513
7.499639,3.026730,2.989923,0.031716,0.027701
7.504639,3.026883,2.972149,0.029907,-0.069039
7.509638,3.027028,2.971936,0.028192,-0.071752
7.514638,3.027164,2.971493,0.026598,-0.078455
7.519638,3.027293,2.971145,0.025172,-0.079937
7.524637,3.027415,2.970656,0.023975,-0.083612
7.529637,3.027532,2.970302,0.023056,-0.082691
7.534636,3.027645,2.969795,0.022465,-0.087390
7.539636,3.027757,2.969439,0.022265,-0.084757
7.544636,3.027869,2.968924,0.022506,-0.085430
7.549635,3.027983,2.968604,0.023233,-0.082158
7.554635,3.028102,2.968114,0.024459,-0.080699
7.559635,3.028230,2.967825,0.026113,-0.077647
7.564634,3.028366,2.967367,0.028118,-0.075282
7.569634,3.028513,2.967068,0.030378,-0.072383
7.574634,3.028672,2.966646,0.032818,-0.068055
7.579633,3.028844,2.966318,0.035383,-0.068491
7.584633,3.029029,2.965914,0.038005,-0.064589
7.589633,3.029227,2.965606,0.040669,-0.063496
7.594632,3.029438,2.965222,0.043314,-0.061866
7.599632,3.029663,2.964863,0.045939,-0.062824
7.604631,3.029901,2.982881,0.048845,-0.108452
7.609631,3.030155,2.982413,0.052115,-0.105043
7.614631,3.030426,2.981781,0.055589,-0.101704
7.619630,3.030714,2.981396,0.059196,-0.098650
7.624630,3.031021,2.980817,0.062913,-0.091437
7.629630,3.031347,2.980449,0.066745,-0.088087
7.634629,3.031692,2.979933,0.070609,-0.083145
7.639629,3.032057,2.979602,0.074423,-0.080362
7.644629,3.032440,2.979130,0.078112,-0.076587
7.649628,3.032841,2.978805,0.081645,-0.075062
7.654628,3.033260,2.978366,0.085019,-0.069931
7.659627,3.033695,2.978142,0.088213,-0.063373
7.664627,3.034145,2.977770,0.091223,-0.059701
7.669627,3.034609,2.977577,0.094045,-0.056556
7.674626,3.035087,2.977257,0.096660,-0.050837
7.679626,3.035578,2.976867,0.099089,-0.056517
7.684626,3.036081,2.976530,0.101322,-0.053952
7.689625,3.036593,2.976139,0.103377,-0.057596
7.694625,3.037116,2.975791,0.105312,-0.058818
7.699625,3.037648,2.975469,0.107155,-0.058278
7.704624,3.038189,3.018632,0.108907,0.025992
7.709624,3.038739,3.018838,0.110598,0.023051
7.714623,3.039297,3.018975,0.112212,0.022170
7.719623,3.039862,3.018867,0.113728,0.027570
7.724623,3.040435,3.019036,0.115118,0.028792
7.729622,3.041015,3.019204,0.116304,0.027874
7.734622,3.041599,3.019367,0.117221,0.024722
7.739622,3.042187,3.019464,0.117846,0.025036
7.744621,3.042777,3.019613,0.118153,0.023300
7.749621,3.043369,3.019713,0.118146,0.023392
7.754621,3.043958,3.019853,0.117845,0.020507
7.759620,3.044546,3.019935,0.117284,0.021517
7.764620,3.045130,3.020059,0.116490,0.020649
7.769619,3.045709,3.020142,0.115476,0.020270
7.774619,3.046283,3.020259,0.114256,0.018848
