time, Quad.Est.E.Pos, Quad.Est.S.Z
4.614848,0.145623,0.184135
4.619848,0.145014,0.184301
4.624847,0.144057,0.184550
4.629847,0.143398,0.184718
4.634847,0.142410,0.184970
4.639846,0.141737,0.185139
4.644846,0.140753,0.185393
4.649846,0.140103,0.185564
4.654845,0.139161,0.185821
4.659845,0.138452,0.185993
4.664845,0.137480,0.186252
4.669844,0.136757,0.186426
4.674844,0.135764,0.186688
4.679843,0.135130,0.186863
4.684843,0.134156,0.187127
4.689843,0.133532,0.187304
4.694842,0.132567,0.187571
4.699842,0.131989,0.187749
4.704842,0.169191,0.183468
4.709841,0.168711,0.183632
4.714841,0.168146,0.183880
4.719841,0.167763,0.184046
4.724840,0.167173,0.184297
4.729840,0.166821,0.184464
4.734839,0.166222,0.184717
4.739839,0.165828,0.184886
4.744839,0.165275,0.185141
4.749838,0.164927,0.185312
4.754838,0.164409,0.185570
4.759838,0.164038,0.185742
4.764837,0.163527,0.186002
4.769837,0.163090,0.186176
4.774837,0.162471,0.186439
4.779836,0.162119,0.186614
4.784836,0.161513,0.186879
4.789835,0.161099,0.187057
4.794835,0.160534,0.187324
4.799835,0.160315,0.187503
4.804834,0.091720,0.183229
4.809834,0.091489,0.183394
4.814834,0.090865,0.183643
4.819833,0.090489,0.183809
4.824833,0.089911,0.184060
4.829833,0.089663,0.184228
4.834832,0.089058,0.184482
4.839832,0.088650,0.184651
4.844831,0.088027,0.184907
4.849831,0.087604,0.185078
4.854831,0.086984,0.185336
4.859830,0.086705,0.185509
4.864830,0.086219,0.185770
4.869830,0.085800,0.185944
4.874829,0.085316,0.186207
4.879829,0.084878,0.186383
4.884829,0.084405,0.186649
4.889828,0.084015,0.186826
4.894828,0.083614,0.187094
4.899827,0.083426,0.187274
4.904827,0.042381,0.183008
4.909827,0.042391,0.183173
4.914826,0.042119,0.183422
4.919826,0.041667,0.183589
4.924826,0.041495,0.183840
4.929825,0.041438,0.184009
4.934825,0.041313,0.184263
4.939825,0.041193,0.184433
4.944824,0.041179,0.184689
4.949824,0.041195,0.184860
4.954823,0.041261,0.185119
4.959823,0.041344,0.185292
4.964823,0.041504,0.185553
4.969822,0.041587,0.185728
4.974822,0.041801,0.185991
4.979822,0.041717,0.186168
4.984821,0.042011,0.186434
4.989821,0.042436,0.186612
4.994821,0.042866,0.186880
4.999820,0.043450,0.187060
5.004820,0.049991,0.182801
5.009820,0.049894,0.182967
5.014819,0.050220,0.183217
5.019819,0.050396,0.183384
5.024818,0.050753,0.183636
5.029818,0.051081,0.183804
5.034818,0.051433,0.184059
5.039817,0.051660,0.184229
5.044817,0.052007,0.184486
5.049817,0.052255,0.184657
5.054816,0.052593,0.184917
5.059816,0.052745,0.185090
5.064816,0.053051,0.185352
5.069815,0.053209,0.185527
5.074815,0.053499,0.185791
5.079814,0.053767,0.185967
5.084814,0.054125,0.186234
5.089814,0.054446,0.186412
5.094813,0.054763,0.186681
5.099813,0.055048,0.186861
5.104813,0.102274,0.182609
5.109812,0.102600,0.182775
5.114812,0.103039,0.183025
5.119812,0.103456,0.183193
5.124811,0.103819,0.183445
5.129811,0.104071,0.183614
5.134810,0.104409,0.183869
5.139810,0.104662,0.184039
5.144810,0.104922,0.184296
5.149809,0.105076,0.184469
5.154809,0.105282,0.184728
5.159809,0.105398,0.184902
5.164808,0.105575,0.185164
5.169808,0.105686,0.185339
5.174808,0.105830,0.185604
5.179807,0.105925,0.185781
5.184807,0.106009,0.186048
5.189806,0.105990,0.186226
5.194806,0.106036,0.186496
5.199806,0.106075,0.186676
5.204805,0.087946,0.182430
5.209805,0.088025,0.182596
5.214805,0.088128,0.182847
5.219804,0.088189,0.183015
5.224804,0.088279,0.183267
5.229804,0.088323,0.183437
5.234803,0.088406,0.183692
5.239803,0.088448,0.183863
5.244802,0.088507,0.184120
5.249802,0.088549,0.184293
5.254802,0.088586,0.184553
5.259801,0.088588,0.184727
5.264801,0.088600,0.184989
5.269801,0.088607,0.185165
5.274800,0.088612,0.185430
5.279800,0.088617,0.185607
5.284800,0.088618,0.185874
5.289799,0.088644,0.186053
5.294799,0.088665,0.186323
5.299798,0.088728,0.186504
5.304798,0.153349,0.182264
5.309798,0.153563,0.182430
5.314797,0.153893,0.182681
5.319797,0.154129,0.182849
5.324797,0.154453,0.183102
5.329796,0.154674,0.183272
5.334796,0.155035,0.183527
5.339796,0.155278,0.183698
5.344795,0.155632,0.183956
5.349795,0.155889,0.184129
5.354795,0.156304,0.184389
5.359794,0.156586,0.184564
5.364794,0.157048,0.184827
5.369793,0.157359,0.185003
5.374793,0.157863,0.185268
5.379793,0.158233,0.185445
5.384792,0.158830,0.185713
5.389792,0.159253,0.185892
5.394792,0.159903,0.186163
5.399791,0.160367,0.186343
5.404791,0.079199,0.182108
5.409791,0.078705,0.182275
5.414790,0.078162,0.182526
5.419790,0.077752,0.182695
5.424789,0.077206,0.182948
5.429789,0.076821,0.183118
5.434789,0.076327,0.183374
5.439788,0.075995,0.183545
5.444788,0.075504,0.183804
5.449788,0.075123,0.183977
5.454787,0.074631,0.184237
5.459787,0.074282,0.184412
5.464787,0.073794,0.184675
5.469786,0.073607,0.184851
5.474786,0.073190,0.185117
5.479785,0.072848,0.185295
5.484785,0.072453,0.185563
5.489785,0.072259,0.185742
5.494784,0.071897,0.186013
5.499784,0.071797,0.186194
5.504784,0.130941,0.181964
5.509783,0.131322,0.182131
5.514783,0.131865,0.182382
5.519783,0.132220,0.182551
5.524782,0.132743,0.182805
5.529782,0.133081,0.182975
5.534781,0.133615,0.183231
5.539781,0.133979,0.183403
5.544781,0.134512,0.183661
5.549780,0.134846,0.183835
5.554780,0.135340,0.184096
5.559780,0.135642,0.184271
5.564779,0.136147,0.184534
5.569779,0.136554,0.184711
5.574779,0.137107,0.184977
5.579778,0.137499,0.185155
5.584778,0.138094,0.185423
5.589777,0.138489,0.185603
5.594777,0.139146,0.185874
5.599777,0.139581,0.186055
5.604776,0.158763,0.181829
5.609776,0.159191,0.181996
5.614776,0.159863,0.182248
5.619775,0.160303,0.182417
5.624775,0.160993,0.182671
5.629775,0.161461,0.182842
5.634774,0.162206,0.183098
5.639774,0.162716,0.183270
5.644773,0.163493,0.183529
5.649773,0.164037,0.183703
5.654773,0.164863,0.183964
5.659772,0.165364,0.184139
5.664772,0.166196,0.184403
5.669772,0.166663,0.184580
5.674771,0.167470,0.184846
5.679771,0.167909,0.185024
5.684771,0.168728,0.185293
5.689770,0.169394,0.185473
5.694770,0.170275,0.185744
5.699769,0.171079,0.185926
5.704769,0.219854,0.181704
5.709769,0.220660,0.181871
5.714768,0.221952,0.182124
5.719768,0.222831,0.182292
5.724768,0.224152,0.182547
5.729767,0.225081,0.182717
5.734767,0.226477,0.182974
5.739767,0.227406,0.183146
5.744766,0.228805,0.183406
5.749766,0.229739,0.183579
5.754766,0.231159,0.183841
5.759765,0.232128,0.184016
5.764765,0.233540,0.184281
5.769764,0.234506,0.184457
5.774764,0.235967,0.184724
5.779764,0.236876,0.184903
5.784763,0.238335,0.185172
5.789763,0.239399,0.185352
5.794763,0.240915,0.185623
5.799762,0.242202,0.185805
5.804762,0.150143,0.181587
5.809762,0.150598,0.181755
5.814761,0.151364,0.182007
5.819761,0.151889,0.182176
5.824760,0.152650,0.182431
5.829760,0.153178,0.182602
5.834760,0.153933,0.182859
5.839759,0.154430,0.183031
5.844759,0.155195,0.183291
5.849759,0.155702,0.183465
5.854758,0.156494,0.183727
5.859758,0.157003,0.183902
5.864758,0.157762,0.184167
5.869757,0.158314,0.184344
5.874757,0.159119,0.184611
5.879756,0.159610,0.184789
5.884756,0.160417,0.185059
5.889756,0.160861,0.185239
5.894755,0.161658,0.185511
5.899755,0.162164,0.185693
5.904755,0.114651,0.181478
5.909754,0.114424,0.181646
5.914754,0.114041,0.181899
5.919754,0.113762,0.182068
5.924753,0.113340,0.182323
5.929753,0.113020,0.182494
5.934752,0.112597,0.182752
5.939752,0.112311,0.182924
5.944752,0.111878,0.183184
5.949751,0.111591,0.183358
5.954751,0.111172,0.183620
5.959751,0.110905,0.183796
5.964750,0.110497,0.184061
5.969750,0.110212,0.184238
5.974750,0.109803,0.184505
5.979749,0.109540,0.184684
5.984749,0.109119,0.184953
5.989748,0.108821,0.185134
5.994748,0.108398,0.185406
5.999748,0.108100,0.185588
6.004747,0.142612,0.181377
6.009747,0.142265,0.181545
6.014747,0.141763,0.181798
6.019746,0.141423,0.181968
6.024746,0.140927,0.182223
6.029746,0.140619,0.182394
6.034745,0.140148,0.182652
6.039745,0.139846,0.182824
6.044744,0.139413,0.183084
6.049744,0.139130,0.183259
6.054744,0.138695,0.183521
6.059743,0.138381,0.183697
6.064743,0.137918,0.183962
6.069743,0.137605,0.184139
6.074742,0.137158,0.184407
6.079742,0.136850,0.184586
6.084742,0.136371,0.184856
6.089741,0.136039,0.185036
6.094741,0.135576,0.185309
6.099741,0.135277,0.185491
6.104740,0.081968,0.181283
6.109740,0.081724,0.181451
6.114739,0.081255,0.181704
6.119739,0.080954,0.181874
6.124739,0.080468,0.182129
6.129738,0.080127,0.182301
6.134738,0.079620,0.182559
6.139738,0.079283,0.182731
6.144737,0.078771,0.182992
6.149737,0.078437,0.183166
6.154737,0.077922,0.183429
6.159736,0.077616,0.183605
6.164736,0.077098,0.183870
6.169735,0.076848,0.184048
6.174735,0.076354,0.184315
6.179735,0.076023,0.184494
6.184734,0.075544,0.184764
6.189734,0.075260,0.184945
6.194734,0.074808,0.185218
6.199733,0.074539,0.185400
6.204733,0.091121,0.181195
6.209733,0.090943,0.181363
6.214732,0.090529,0.181617
6.219732,0.090247,0.181787
6.224731,0.089845,0.182042
6.229731,0.089598,0.182214
6.234731,0.089184,0.182472
6.239730,0.088916,0.182645
6.244730,0.088514,0.182905
6.249730,0.088235,0.183080
6.254729,0.087809,0.183343
6.259729,0.087523,0.183519
6.264729,0.087120,0.183784
6.269728,0.086860,0.183962
6.274728,0.086497,0.184230
6.279727,0.086267,0.184409
6.284727,0.085956,0.184680
6.289727,0.085753,0.184861
6.294726,0.085404,0.185133
6.299726,0.085190,0.185316
6.304726,0.093887,0.181113
6.309725,0.093581,0.181282
6.314725,0.092979,0.181535
6.319725,0.092634,0.181705
6.324724,0.092010,0.181961
6.329724,0.091628,0.182133
6.334723,0.091006,0.182391
6.339723,0.090595,0.182564
6.344723,0.089937,0.182825
6.349722,0.089519,0.183000
6.354722,0.088889,0.183263
6.359722,0.088530,0.183439
6.364721,0.087915,0.183705
6.369721,0.087457,0.183883
6.374721,0.086835,0.184151
6.379720,0.086356,0.184330
6.384720,0.085725,0.184601
6.389719,0.085455,0.184782
6.394719,0.084861,0.185055
6.399719,0.084605,0.185237
6.404718,0.159207,0.181037
6.409718,0.158510,0.181206
6.414718,0.157453,0.181460
6.419717,0.156670,0.181630
6.424717,0.155605,0.181886
6.429717,0.154928,0.182057
6.434716,0.153846,0.182316
6.439716,0.153127,0.182489
6.444715,0.152038,0.182750
6.449715,0.151301,0.182925
6.454715,0.150179,0.183188
6.459714,0.149419,0.183365
6.464714,0.148254,0.183631
6.469714,0.147469,0.183809
6.474713,0.146293,0.184077
6.479713,0.145544,0.184256
6.484713,0.144388,0.184527
6.489712,0.143666,0.184708
6.494712,0.142537,0.184981
6.499712,0.141898,0.185164
6.504711,0.088440,0.180966
6.509711,0.088008,0.181135
6.514710,0.087416,0.181389
6.519710,0.087082,0.181559
6.524710,0.086471,0.181816
6.529709,0.086130,0.181987
6.534709,0.085495,0.182246
6.539709,0.085061,0.182419
6.544708,0.084426,0.182681
6.549708,0.084032,0.182855
6.554708,0.083434,0.183119
6.559707,0.083061,0.183295
6.564707,0.082476,0.183561
6.569706,0.082117,0.183739
6.574706,0.081536,0.184008
6.579706,0.081181,0.184188
6.584705,0.080603,0.184458
6.589705,0.080232,0.184640
6.594705,0.079664,0.184913
6.599704,0.079113,0.185096
6.604704,0.185069,0.180900
6.609704,0.184719,0.181069
6.614703,0.184342,0.181323
6.619703,0.184119,0.181494
6.624702,0.183707,0.181750
6.629702,0.183468,0.181922
6.634702,0.183063,0.182181
6.639701,0.182812,0.182354
6.644701,0.182426,0.182616
6.649701,0.182177,0.182791
6.654700,0.181810,0.183054
6.659700,0.181564,0.183231
6.664700,0.181194,0.183497
6.669699,0.180916,0.183675
6.674699,0.180535,0.183944
6.679698,0.180340,0.184124
6.684698,0.179934,0.184395
6.689698,0.179750,0.184576
6.694697,0.179396,0.184850
6.699697,0.179285,0.185033
6.704697,0.189076,0.180839
6.709696,0.189027,0.181008
6.714696,0.188928,0.181262
6.719696,0.188861,0.181432
6.724695,0.188714,0.181689
6.729695,0.188627,0.181861
6.734694,0.188491,0.182120
6.739694,0.188415,0.182294
6.744694,0.188266,0.182555
6.749693,0.188153,0.182730
6.754693,0.188017,0.182994
6.759693,0.187922,0.183171
6.764692,0.187759,0.183437
6.769692,0.187656,0.183615
6.774692,0.187513,0.183884
6.779691,0.187388,0.184064
6.784691,0.187260,0.184335
6.789690,0.187200,0.184517
6.794690,0.187044,0.184790
6.799690,0.186971,0.184974
6.804689,0.069118,0.180782
6.809689,0.068823,0.180950
6.814689,0.068288,0.181205
6.819688,0.067773,0.181375
6.824688,0.067255,0.181632
6.829688,0.066897,0.181804
6.834687,0.066346,0.182063
6.839687,0.065966,0.182237
6.844687,0.065361,0.182499
6.849686,0.064928,0.182674
6.854686,0.064277,0.182938
6.859685,0.063856,0.183115
6.864685,0.063193,0.183381
6.869685,0.062707,0.183560
6.874684,0.061955,0.183829
6.879684,0.061423,0.184009
6.884684,0.060622,0.184280
6.889683,0.059965,0.184462
6.894683,0.059141,0.184735
6.899683,0.058513,0.184919
6.904682,0.164290,0.180728
6.909682,0.164031,0.180897
6.914681,0.163641,0.181152
6.919681,0.163395,0.181322
6.924681,0.162998,0.181579
6.929680,0.162726,0.181752
6.934680,0.162337,0.182011
6.939680,0.162088,0.182185
6.944679,0.161714,0.182446
6.949679,0.161480,0.182622
6.954679,0.161135,0.182886
6.959678,0.160909,0.183063
6.964678,0.160608,0.183329
6.969677,0.160389,0.183508
6.974677,0.160087,0.183777
6.979677,0.159886,0.183957
6.984676,0.159581,0.184228
6.989676,0.159384,0.184410
6.994676,0.159111,0.184684
6.999675,0.158953,0.184868
7.004675,0.194262,0.180679
7.009675,0.194297,0.180848
7.014674,0.194289,0.181102
7.019674,0.194267,0.181273
7.024673,0.194286,0.181530
7.029673,0.194321,0.181702
7.034673,0.194403,0.181962
7.039672,0.194455,0.182136
7.044672,0.194460,0.182398
7.049672,0.194469,0.182573
7.054671,0.194492,0.182837
7.059671,0.194554,0.183014
7.064671,0.194657,0.183281
7.069670,0.194740,0.183459
7.074670,0.194852,0.183729
7.079669,0.194894,0.183909
7.084669,0.194997,0.184180
7.089669,0.195063,0.184362
7.094668,0.195234,0.184636
7.099668,0.195392,0.184820
7.104668,0.193013,0.180632
7.109667,0.192896,0.180802
7.114667,0.192677,0.181056
7.119667,0.192503,0.181227
7.124666,0.192325,0.181484
7.129666,0.192226,0.181657
7.134665,0.192068,0.181916
7.139665,0.191962,0.182090
7.144665,0.191765,0.182352
7.149664,0.191647,0.182528
7.154664,0.191428,0.182792
7.159664,0.191282,0.182969
7.164663,0.191068,0.183236
7.169663,0.190923,0.183414
7.174663,0.190694,0.183684
7.179662,0.190492,0.183864
7.184662,0.190218,0.184136
7.189662,0.190089,0.184318
7.194661,0.189844,0.184592
7.199661,0.189712,0.184775
7.204660,0.232165,0.180589
7.209660,0.232151,0.180758
7.214660,0.232135,0.181013
7.219659,0.232149,0.181184
7.224659,0.232197,0.181442
7.229659,0.232217,0.181614
7.234658,0.232230,0.181874
7.239658,0.232214,0.182048
7.244658,0.232221,0.182310
7.249657,0.232247,0.182485
7.254657,0.232338,0.182750
7.259656,0.232421,0.182927
7.264656,0.232574,0.183194
7.269656,0.232691,0.183373
7.274655,0.232879,0.183642
7.279655,0.233007,0.183822
7.284655,0.233174,0.184094
7.289654,0.233285,0.184276
7.294654,0.233444,0.184550
7.299654,0.233544,0.184734
7.304653,0.170480,0.180549
7.309653,0.170560,0.180718
7.314652,0.170674,0.180974
7.319652,0.170763,0.181144
7.324652,0.170880,0.181402
7.329651,0.170946,0.181574
7.334651,0.171020,0.181834
7.339651,0.171072,0.182008
7.344650,0.171109,0.182270
7.349650,0.171136,0.182446
7.354650,0.171202,0.182710
7.359649,0.171256,0.182888
7.364649,0.171337,0.183155
7.369648,0.171402,0.183334
7.374648,0.171479,0.183603
7.379648,0.171527,0.183783
7.384647,0.171579,0.184055
7.389647,0.171647,0.184237
7.394647,0.171747,0.184512
7.399646,0.171797,0.184696
7.404646,0.106540,0.180512
7.409646,0.106418,0.180681
7.414645,0.106218,0.180936
7.419645,0.106062,0.181107
7.424644,0.105808,0.181365
7.429644,0.105639,0.181537
7.434644,0.105394,0.181797
7.439643,0.105175,0.181971
7.444643,0.104810,0.182234
7.449643,0.104553,0.182409
7.454642,0.104180,0.182674
7.459642,0.103923,0.182851
7.464642,0.103509,0.183118
7.469641,0.103231,0.183297
7.474641,0.102808,0.183567
7.479640,0.102551,0.183747
7.484640,0.102129,0.184019
7.489640,0.101828,0.184201
7.494639,0.101364,0.184476
7.499639,0.101050,0.184660
7.504639,0.113535,0.180477
7.509638,0.113476,0.180646
7.514638,0.113419,0.180902
7.519638,0.113384,0.181073
7.524637,0.113345,0.181330
7.529637,0.113334,0.181503
7.534636,0.113306,0.181763
7.539636,0.113275,0.181937
7.544636,0.113234,0.182199
7.549635,0.113189,0.182375
7.554635,0.113129,0.182640
7.559635,0.113080,0.182817
7.564634,0.113008,0.183084
7.569634,0.112951,0.183263
7.574634,0.112830,0.183533
7.579633,0.112794,0.183714
7.584633,0.112746,0.183986
7.589633,0.112716,0.184168
7.594632,0.112636,0.184442
7.599632,0.112612,0.184626
7.604631,0.193753,0.180445
7.609631,0.193897,0.180614
7.614631,0.194095,0.180869
7.619630,0.194190,0.181040
7.624630,0.194316,0.181298
7.629630,0.194392,0.181471
7.634629,0.194508,0.181731
7.639629,0.194580,0.181905
7.644629,0.194689,0.182167
7.649628,0.194781,0.182343
7.654628,0.194900,0.182608
7.659627,0.194946,0.182786
7.664627,0.194983,0.183053
7.669627,0.194965,0.183232
7.674626,0.194914,0.183502
7.679626,0.194946,0.183682
7.684626,0.194919,0.183954
7.689625,0.194918,0.184137
7.694625,0.194895,0.184411
7.699625,0.194894,0.184595
7.704624,0.147394,0.180414
7.709624,0.147129,0.180584
7.714623,0.146775,0.180839
7.719623,0.146528,0.181010
7.724623,0.146149,0.181268
7.729622,0.145906,0.181441
7.734622,0.145543,0.181701
7.739622,0.145311,0.181875
7.744621,0.144958,0.182138
7.749621,0.144733,0.182314
7.754621,0.144409,0.182579
7.759620,0.144198,0.182756
7.764620,0.143849,0.183023
7.769619,0.143611,0.183202
7.774619,0.143257,0.183472
7.779619,0.143033,0.183653
7.784618,0.142678,0.183925
7.789618,0.142448,0.184107
7.794618,0.142106,0.184382
7.799617,0.141902,0.184566
7.804617,0.184504,0.180386
7.809617,0.184421,0.180556
7.814616,0.184301,0.180811
7.819616,0.184218,0.180982
7.824615,0.184078,0.181240
7.829615,0.184006,0.181413
7.834615,0.183921,0.181673
7.839614,0.183850,0.181848
7.844614,0.183751,0.182110
7.849614,0.183686,0.182286
7.854613,0.183555,0.182551
7.859613,0.183440,0.182729
7.864613,0.183278,0.182996
7.869612,0.183141,0.183175
7.874612,0.182968,0.183445
7.879611,0.182849,0.183626
7.884611,0.182695,0.183898
7.889611,0.182620,0.184080
7.894610,0.182487,0.184355
7.899610,0.182373,0.184539
7.904610,0.202298,0.180360
